match_id,country_id,home_team_api_id,away_team_api_id,mdatetime,pdatetime,home_player_1,home_player1_age,home_player1_overall_rating,home_player_2,home_player2_age,home_player2_overall_rating,home_player_3,home_player3_age,home_player3_overall_rating,home_player_4,home_player4_age,home_player4_overall_rating,home_player_5,home_player5_age,home_player5_overall_rating,home_player_6,home_player6_age,home_player6_overall_rating,home_player_7,home_player7_age,home_player7_overall_rating,home_player_8,home_player8_age,home_player8_overall_rating,home_player_9,home_player9_age,home_player9_overall_rating,home_player_10,home_player10_age,home_player10_overall_rating,home_player_11,home_player11_age,home_player11_overall_rating,home_team_average_height,home_team_average_attacking_work_rate,home_team_average_defensive_work_rate,home_team_average_fieldskills,home_team_average_shootingskills,home_team_average_physicalattributes,home_team_average_goalkeepingskills,away_player_1,away_player1_age,away_player1_overall_rating,away_player_2,away_player2_age,away_player2_overall_rating,away_player_3,away_player3_age,away_player3_overall_rating,away_player_4,away_player4_age,away_player4_overall_rating,away_player_5,away_player5_age,away_player5_overall_rating,away_player_6,away_player6_age,away_player6_overall_rating,away_player_7,away_player7_age,away_player7_overall_rating,away_player_8,away_player8_age,away_player8_overall_rating,away_player_9,away_player9_age,away_player9_overall_rating,away_player_10,away_player10_age,away_player10_overall_rating,away_player_11,away_player11_age,away_player11_overall_rating,away_team_average_height,away_team_average_attacking_work_rate,away_team_average_defensive_work_rate,away_team_average_fieldskills,away_team_average_shootingskills,away_team_average_physicalattributes,away_team_average_goalkeepingskills,home_team_buildUpskills,home_team_chanceCreationSkills,home_team_defenceSkills,home_team_buildUpPlayPositioningClass,home_team_defenceDefenderLineClass,home_team_chanceCreationPositioningClass,away_team_buildUpskills,away_team_chanceCreationSkills,away_team_defenceSkills,away_team_buildUpPlayPositioningClass,away_team_defenceDefenderLineClass,away_team_chanceCreationPositioningClass,winner
1989055,1729,8456,10194,2016-04-23,2016-01-28,31432,29,84,30509,31,82,174321,28,84,156551,25,79,16351,30,78,33991,30,80,101103,28,78,36615,32,85,37459,30,86,643709,19,72,37412,27,88,182.42,24,20,62.39,59.94,73.17,15.45,24224,40,74,36786,30,72,40695,28,80,200962,27,77,173382,24,75,119541,30,76,23253,32,76,72735,28,77,186831,23,78,110148,27,79,172321,26,75,186.81,20,21,59.26,50.09,68.56,15.93,41,32.67,49.67,Free Form,Cover,Free Form,46,53,44,Organised,Cover,Organised,8456
1990079,4769,9941,9748,2016-04-23,2016-03-10,698273,17,70,303360,23,66,696443,19,71,466357,23,72,195706,25,71,26326,32,74,605848,19,68,166020,26,71,188413,24,77,169865,24,78,210184,25,78,181.73,24,24,60.78,51.85,68.56,16.2,167035,25,81,38994,25,80,93985,26,78,210117,22,80,40740,32,75,210119,24,76,182923,27,80,473852,21,75,210120,23,74,169193,24,83,40060,31,80,178.26,23,23,63.19,59.76,72.47,16.87,52.67,40.67,43.33,Organised,Cover,Organised,53.67,56.67,46.67,Organised,Cover,Organised,9748
2002424,7809,10189,8178,2016-04-23,2016-04-21,49586,27,83,172887,26,75,171698,24,81,145551,28,74,304345,22,74,237542,22,79,266523,20,73,530859,20,76,425963,20,79,95082,27,77,36784,32,81,184.96,20,20,61.58,54.91,69.69,17.33,215168,24,83,427062,20,75,469700,20,76,109615,26,81,487867,22,77,37373,26,82,50638,27,78,208230,26,82,185175,25,79,516846,19,76,70409,27,82,182.19,23,22,60.3,50.82,70.77,17.27,47.67,54,56.67,Organised,Cover,Organised,52.33,64,61,Organised,Cover,Organised,8178
2002426,7809,8721,8406,2016-04-23,2016-02-25,30820,32,80,27774,28,77,28480,33,84,38432,32,80,115591,23,82,161421,25,79,147729,28,83,188498,28,78,298915,21,77,104045,26,79,58346,28,81,187.04,23,20,63.48,59.24,69.96,17.02,114737,28,77,26618,32,77,245315,24,75,26660,30,77,111858,25,73,35997,33,75,37319,31,79,488298,22,70,201888,27,76,129918,27,75,150922,27,73,182.88,22,20,59.53,53.85,70.36,16.84,56.67,61.67,55.67,Organised,Cover,Organised,55,55.33,47.67,Organised,Cover,Organised,8406
2002428,7809,10269,9789,2016-04-23,2016-04-21,68813,29,76,45272,29,73,47547,27,78,97734,27,74,365624,22,71,182892,25,74,27324,30,78,450980,20,74,141145,26,79,281012,23,79,27234,28,75,184.27,24,21,60.51,55.24,69.75,16.71,112978,25,80,13518,30,80,303912,22,76,331528,23,77,39455,27,83,521421,20,74,73167,27,84,144993,27,82,129944,26,86,688295,17,64,50345,30,77,182.42,22,21,61.9,54.46,71.12,16.75,51.67,57.33,39,Organised,Cover,Organised,49.33,54.33,58.67,Organised,Cover,Free Form,9789
2002430,7809,8722,8262,2016-04-23,2016-03-31,212815,22,81,231753,24,74,36934,29,75,28435,29,73,259439,24,70,36086,32,75,307210,25,78,127945,26,75,166449,25,73,450976,22,75,71605,28,78,185.42,20,21,58.62,49.24,67.35,17.05,448805,24,72,94876,27,68,119427,30,75,154245,25,74,51841,32,70,335436,27,72,310355,25,70,36554,30,74,36379,26,71,115670,26,72,36889,28,74,182.88,21,21,56.69,49.94,68.51,15.89,57,54.67,49.67,Organised,Cover,Organised,59.67,58,43,Organised,Cover,Organised,8722
2002431,7809,8177,9823,2016-04-23,2015-11-06,36878,27,76,12330,29,76,95081,28,77,425962,21,72,614384,19,59,42297,27,75,212881,24,74,298823,22,72,91984,27,76,229759,24,76,36084,31,77,182.65,21,20,58.67,46.12,66.77,16.95,27299,30,90,460632,21,74,36146,28,79,46875,29,83,27303,30,78,177714,23,84,49939,28,85,172949,25,83,156726,25,83,116772,26,86,93447,27,88,181.03,21,20,65.6,57.88,72.8,16.91,48.67,57.33,50.67,Organised,Cover,Organised,32.33,30,61.33,Free Form,Cover,Free Form,9823
2002432,7809,8234,9904,2016-04-23,2015-11-12,73409,25,73,240537,22,69,94009,29,72,145536,26,74,45254,29,71,34675,30,74,167008,24,75,239946,25,71,171091,29,70,104646,25,71,185014,25,72,184.27,24,21,56.77,50.15,68.55,17.4,41087,27,80,116645,26,72,169569,24,72,240367,25,77,80229,25,71,664970,19,58,36186,27,75,692973,19,59,115847,26,77,237541,23,72,36774,28,74,184.03,21,20,55.53,48.82,66.52,16.87,50.67,50.33,44.67,Organised,Cover,Organised,48,43,48.67,Organised,Cover,Organised,0
2060583,10257,8636,8600,2016-04-23,2016-04-14,42422,31,84,98254,29,74,19327,31,85,301456,23,79,197352,24,75,206508,23,78,33888,32,79,214972,23,76,40686,27,77,282770,23,80,92666,26,80,182.65,22,21,61.27,50.48,72.96,16.55,13033,30,79,279873,25,73,19249,31,78,27719,31,73,275034,23,75,192325,25,74,25772,28,74,422685,21,75,268394,26,74,116555,25,77,38920,32,77,183.57,21,22,58.95,52.55,68.48,15.56,60.33,56.33,53,Organised,Cover,Organised,61.67,63,51.33,Organised,Cover,Organised,8636
2016085,17642,10215,9773,2016-04-23,2016-03-17,164354,28,70,568920,25,67,150299,32,71,186671,29,70,190010,29,67,150024,30,69,11726,34,66,361320,26,69,570835,21,64,214450,24,68,97496,26,69,180.57,20,20,53.42,48.73,65.57,16.55,40963,37,78,57071,31,79,240235,24,80,212511,24,78,162497,26,71,534684,19,75,163835,23,75,40187,31,76,274623,26,77,210956,23,78,388523,20,70,181.49,24,23,62.68,58.24,70.51,16.82,50,55.33,46,Organised,Cover,Organised,57.67,63.33,59.33,Organised,Cover,Organised,9773
2016087,17642,9768,6367,2016-04-23,2016-03-10,40604,28,81,182765,26,74,489013,22,74,165526,25,75,180236,25,74,300916,23,80,257865,24,81,40930,27,80,172888,27,76,98220,30,78,291219,27,80,184.73,23,22,62.38,56.15,69.87,17.16,581726,20,69,281330,30,67,67329,28,65,303227,32,71,280906,26,71,209099,27,67,200871,26,69,242877,22,66,668820,26,72,97331,28,67,209312,30,75,181.03,21,19,52.72,47.33,65.04,15.69,59.33,49,58,Organised,Cover,Organised,,,,,,,9768
2216644,19694,9927,9860,2016-04-23,2015-11-12,33914,32,64,98959,26,61,488189,22,54,41060,33,66,35502,34,64,306651,25,65,35451,28,68,37294,36,66,523758,19,53,32826,32,68,196865,23,61,178.03,19,18,48.11,42,62.74,15.49,22924,38,64,355739,21,67,261332,23,65,419207,19,64,158818,20,56,92790,28,62,254975,24,70,298447,22,68,37104,26,66,391041,21,65,480778,23,70,182.42,21,21,51.67,44.67,66.01,15.85,55,38.67,44,Organised,Cover,Organised,56,58.67,52.67,Organised,Cover,Organised,9927
2030498,21518,8370,8633,2016-04-23,2016-01-21,246422,28,70,359194,30,56,150731,32,76,38148,29,70,183449,30,77,427893,25,72,75004,35,80,482331,23,73,2802,31,76,210065,25,72,150770,30,73,181.73,20,19,,51.21,,17.4,51949,29,82,208077,24,80,230982,22,82,25921,33,84,28467,27,83,191315,24,84,95078,26,87,239219,21,78,31921,26,87,26166,28,86,281085,23,78,182.42,23,19,64.32,65.39,72.5,15.71,41.67,45,56.33,Organised,Cover,Organised,51,55,58.33,Free Form,Cover,Free Form,8633
2030501,21518,8372,9783,2016-04-23,2015-09-21,33958,32,71,449492,23,73,113311,26,72,33856,31,74,246218,22,70,434404,23,73,40501,27,73,156097,24,73,193224,26,71,177475,24,74,200917,23,74,180.8,23,20,56.82,55.27,66.82,15.49,96651,29,68,111190,31,74,191906,26,75,121872,26,77,103905,27,74,474680,23,74,51953,27,77,40668,28,78,279173,27,76,37653,29,72,194660,27,79,179.19,26,20,59.55,56.06,68.63,16.33,55,55.33,47.33,Organised,Cover,Organised,51.67,48.33,51.33,Organised,Offside Trap,Organised,0
2030507,21518,9906,9864,2016-04-23,2016-02-11,177126,23,82,38424,31,81,474589,21,80,504606,20,70,41167,30,82,309334,21,76,33635,32,81,184533,24,83,354467,22,78,30853,32,79,184138,25,84,181.26,25,20,61.12,58.67,71.6,16.8,31047,30,79,104382,27,76,477471,27,74,41707,36,78,41470,30,74,683450,20,71,112758,25,80,238841,25,76,432591,21,74,213653,32,76,75445,26,72,181.73,20,21,58.59,52.12,67.39,17.07,52.33,57.33,47.67,Organised,Cover,Organised,43,43.67,45.33,Organised,Offside Trap,Organised,9906
1992196,24558,9956,10190,2016-04-23,2016-04-07,132814,25,65,274779,24,60,30890,31,71,696435,18,48,42258,27,62,180134,24,74,39979,33,75,291106,23,61,289472,23,74,80564,29,74,388903,21,59,183.57,20,19,51.9,48.46,62.43,15.84,42231,31,63,678384,18,53,95220,25,63,413155,22,65,210423,26,68,67333,30,62,45780,31,59,119839,24,66,35831,32,67,72628,28,65,278917,23,73,180.11,23,20,50.96,47.46,62.91,15.11,54.67,50.67,42,Organised,Cover,Organised,48.67,38.33,42.67,Organised,Cover,Organised,9956
1992198,24558,10179,7896,2016-04-23,2016-02-11,441302,20,64,41711,29,69,450493,22,69,32597,30,73,140495,28,69,482200,22,67,25840,30,68,634310,20,56,106559,27,66,38601,35,74,275122,23,73,181.26,23,19,54.29,52.33,67.18,14.78,330458,22,61,282287,23,61,173534,23,66,41415,31,62,406283,24,52,491221,21,59,393337,28,60,8893,29,61,186948,24,64,614454,19,61,178142,24,62,178.49,22,19,46.14,37.03,60.95,15.36,51.67,55,48.67,Organised,Cover,Organised,,,,,,,10179
1990076,4769,9831,9837,2016-04-22,2016-04-14,510569,22,69,40537,27,74,39965,27,74,173952,26,74,306128,22,73,210128,23,76,574633,20,72,470539,24,75,26163,29,82,239259,26,78,294859,23,75,176.65,23,23,62.01,57.79,70.86,17.04,46704,27,66,426892,24,75,424918,22,70,210683,24,77,46892,28,72,184591,24,69,277347,25,63,46653,31,71,681965,19,63,159839,27,68,181197,25,74,182.19,21,20,57.22,45.09,62.47,16.2,52,51,55,Organised,Cover,Organised,44.67,52.67,42.33,Organised,Cover,Organised,9831
2002427,7809,9790,8697,2016-04-22,2015-09-21,24104,36,76,157252,25,72,30986,29,76,26255,35,78,240348,25,73,553557,21,65,128827,25,77,97747,28,75,198316,22,69,39847,29,74,193530,24,77,183.11,24,20,57.62,51.42,66.65,16.16,177953,26,75,107588,29,75,205893,23,77,193866,27,,196205,27,75,35989,35,73,617044,20,68,166917,27,70,42860,28,78,35852,29,74,25366,37,77,185.88,21,19,,,,,50,55.67,44.67,Organised,Cover,Organised,58,64,61,Organised,Cover,Organised,9790
2002427,7809,9790,8697,2016-04-22,2015-09-21,24104,36,76,157252,25,72,30986,29,76,26255,35,78,240348,25,73,553557,21,65,128827,25,77,97747,28,75,198316,22,69,39847,29,74,193530,24,77,183.11,24,20,57.62,51.42,66.65,16.16,177953,26,75,107588,29,75,205893,23,77,193866,27,78,196205,27,75,35989,35,73,617044,20,68,166917,27,70,42860,28,78,35852,29,74,25366,37,77,185.88,21,20,59.84,53.97,66.92,16.38,50,55.67,44.67,Organised,Cover,Organised,58,64,61,Organised,Cover,Organised,9790
2016080,17642,8613,9807,2016-04-22,2016-04-21,194632,25,69,385299,25,65,164470,29,70,570359,21,65,361711,23,74,355874,31,69,173466,26,66,209507,24,67,97512,28,72,265799,25,66,570159,25,71,181.49,21,20,52.92,46.42,64.93,15.93,301804,26,67,209503,24,74,361700,24,65,23947,29,72,195809,23,65,163827,25,69,191774,23,71,356069,22,74,422812,22,71,164128,27,76,303935,24,64,181.26,20,20,55.82,49.88,66.05,16.16,51,42.67,49.33,Organised,Cover,Organised,52,42.67,45,Organised,Cover,Organised,8613
2216643,19694,8467,8485,2016-04-22,2015-11-12,172489,23,51,449205,22,59,189927,23,62,35968,30,67,29049,28,64,181262,24,65,47575,28,67,17528,33,62,32559,29,68,110738,28,60,35725,33,66,181.26,22,23,51.14,38.24,62.47,14.93,47559,30,65,98057,28,68,32844,28,70,32419,29,64,180274,24,73,118897,24,69,417759,22,55,119435,28,70,190851,24,70,25416,28,69,105022,27,66,178.95,24,25,52.25,45.09,65.43,16.07,54,45.33,46.67,Organised,Cover,Organised,58.67,62,52.33,Organised,Cover,Free Form,8467
2030504,21518,8306,8558,2016-04-22,2015-11-26,477498,25,68,358339,26,74,643570,20,68,291635,25,73,183497,28,69,292262,26,73,213916,27,68,46621,29,74,213729,26,77,37510,33,70,179083,24,71,179.65,25,18,55.09,51.33,66.83,16.51,80265,28,70,185123,30,76,257855,26,76,193930,23,75,52004,23,73,165706,30,73,46836,30,77,88986,27,74,498033,20,75,452243,22,70,246438,24,75,180.57,20,20,58.43,53.61,65.45,15.84,49,49.33,49.67,Organised,Cover,Organised,48.67,50.67,40.67,Organised,Cover,Free Form,8306
1989000,1729,9825,8659,2016-04-21,2016-01-28,30859,33,86,427438,21,77,35606,31,83,46539,30,84,38521,30,80,339992,23,73,75489,25,82,50047,27,86,36378,27,88,604785,19,69,46469,29,82,183.57,22,23,60.94,55.94,69.05,16.67,24147,33,79,169162,25,66,32441,36,75,43248,28,78,163200,27,72,156727,27,73,113968,28,78,33468,31,77,24148,32,75,175947,26,73,239807,22,76,184.03,19,23,58.95,48.79,66.72,17.15,46.67,39.33,49,Organised,Cover,Free Form,48.33,54.33,43.33,Organised,Cover,Organised,9825
2060556,10257,8564,208931,2016-04-21,2016-04-14,618878,17,73,39555,29,77,26564,33,79,362195,21,76,46374,29,77,57124,26,76,24507,31,79,127460,26,80,27335,29,77,108808,25,79,166648,29,82,184.96,22,19,62.13,58.73,70.32,13.55,181911,25,70,30906,34,73,111739,26,70,300236,23,70,364104,23,67,202650,26,66,161661,25,71,213317,28,72,414856,25,66,24123,28,76,212767,23,73,182.88,23,20,54.1,46.67,67.75,15.27,56.67,57,54.67,Organised,Cover,Organised,63.33,53.33,38.33,Organised,Cover,Organised,0
1983554,13274,10217,10229,2016-04-21,2015-10-16,47532,25,71,561844,20,63,212370,25,69,350986,22,72,101042,28,69,42704,28,68,417818,21,69,279107,24,68,45860,34,72,20645,28,72,17855,32,72,183.57,21,22,53.29,46,64.1,16.18,553476,23,68,186880,24,71,30602,31,79,145586,26,69,414232,22,70,422121,21,71,157101,23,75,209413,25,72,466890,22,71,467022,21,76,512747,19,70,181.73,23,22,57.62,51.46,67.4,16.75,54,48.33,47.33,Organised,Cover,Organised,51.33,57.67,55.33,Organised,Cover,Organised,10229
1983558,13274,7788,8525,2016-04-21,2016-04-14,189958,26,65,180784,25,68,158841,26,71,110145,27,67,148487,25,66,99323,26,67,661902,19,65,680905,22,62,46203,31,66,213005,24,63,104003,29,62,180.57,23,21,51.67,49.03,63.05,15.55,156546,24,69,26708,31,67,243481,25,69,45837,28,69,106373,26,66,171786,24,68,112471,27,69,10880,32,66,305831,22,67,143523,27,68,252969,21,73,178.95,20,18,54.07,47.97,63.03,16.85,45.33,44.67,46,Organised,Cover,Organised,50,51,45,Organised,Cover,Organised,0
2030495,21518,7878,8581,2016-04-21,2015-09-21,104986,29,77,108572,28,74,46407,29,74,30914,34,74,239350,23,73,352887,23,73,2805,26,76,213702,24,69,213711,25,73,534484,20,70,161291,29,75,182.19,20,20,56.97,53.64,68.24,17.31,213504,25,73,466672,21,72,173427,27,77,30276,35,75,40721,30,71,37441,32,76,105351,27,75,38469,29,75,38699,29,78,476769,24,76,477472,28,77,181.26,20,21,59.21,55.91,68.45,16.82,55.33,58.33,51.67,Organised,Cover,Organised,54.33,59.33,37,Organised,Cover,Organised,7878
1992194,24558,10191,9824,2016-04-21,2015-10-02,67311,29,58,239959,23,57,8800,33,61,67304,30,57,563066,21,54,93223,31,64,133126,29,63,112981,28,58,67389,31,60,113237,26,65,232110,23,60,181.49,20,21,47.76,43.67,60.89,15.98,33272,34,62,294256,22,69,25813,31,62,41621,27,57,358156,22,60,114011,26,63,42237,29,62,308309,24,65,56868,28,57,113227,28,69,254704,24,64,181.96,20,20,52.5,47.82,62,13,50.67,55.33,48.33,Organised,Cover,Organised,47,45.67,44.33,Organised,Cover,Organised,0
1988971,1729,8650,8668,2016-04-20,2016-03-17,37868,27,78,157838,25,80,114268,26,79,94043,26,81,314605,23,77,38807,30,80,95327,29,79,37234,27,80,242709,24,82,184536,23,84,426202,21,76,179.65,26,23,62.52,52.45,71.41,15.49,186054,25,74,263653,21,77,213878,25,75,24846,31,82,193859,26,71,101192,25,80,23782,35,79,26151,28,80,215384,22,80,30895,29,77,181276,22,82,181.96,23,20,62.71,58.76,70.78,16.55,57,38,54.67,Organised,Cover,Organised,42.67,45,56.33,Organised,Cover,Organised,8650
1989005,1729,10260,9826,2016-04-20,2016-02-25,182917,25,86,35327,30,78,165823,26,83,161012,26,79,46820,26,81,46893,26,82,41468,27,83,30829,30,85,299215,23,75,413557,20,80,696365,18,69,181.03,25,25,62.68,56.09,72.73,17.2,22998,36,76,154271,25,74,23358,29,71,23030,34,75,183519,25,75,26160,30,80,8985,31,76,198510,23,77,130670,27,72,46417,27,75,30960,32,78,183.57,21,19,59.64,54,68.38,16.62,41.33,44.33,54.33,Organised,Cover,Organised,57.67,62,37,Organised,Cover,Organised,10260
1989009,1729,8654,9817,2016-04-20,2016-04-07,169756,29,78,158545,26,75,35110,27,80,49543,27,78,155782,26,74,210276,23,78,37169,28,77,148302,26,76,25496,29,83,192899,26,75,47382,27,77,182.88,25,24,59.24,57.85,71.45,16.55,30455,35,76,165773,28,70,41927,28,76,40548,27,72,35712,31,77,131409,30,69,30966,31,76,37631,29,78,25816,29,72,37411,29,75,46120,29,78,183.57,21,20,59.74,55.82,68.75,16.89,57,56.67,36,Organised,Cover,Organised,48.33,47,45,Organised,Cover,Free Form,8654
2060557,10257,8600,8535,2016-04-20,2016-04-14,13033,30,79,279873,25,73,19249,31,78,179791,27,77,275034,23,75,192325,25,74,25772,28,74,422685,21,75,476771,22,72,116555,25,77,38920,32,77,184.27,23,23,59.03,54.42,69.17,15.95,103218,30,75,113318,29,75,144999,28,75,38458,32,80,196169,25,75,141699,27,77,206322,24,75,213704,24,78,414245,22,77,43319,30,79,18506,29,76,182.88,22,22,61.57,56,70.61,16.35,61.67,63,51.33,Organised,Cover,Organised,40.33,57.33,59.33,Organised,Cover,Organised,8600
2060558,10257,8533,9891,2016-04-20,2015-11-26,37503,38,75,39273,36,66,18880,33,74,26223,33,77,33816,35,73,166509,27,75,57123,25,71,39487,29,76,39232,32,76,24448,37,72,41542,32,72,184.27,22,22,58.21,54.42,65.39,15.09,213299,23,72,182715,28,68,38122,28,67,263796,22,68,114664,27,64,399549,23,68,155262,25,70,42443,33,67,415501,22,65,42052,30,71,27708,28,68,182.65,21,21,49.21,42.36,63.16,15.11,62.33,56.67,52,Organised,Cover,Organised,52.33,50.33,53,Organised,Cover,Organised,8533
2060559,10257,8534,9876,2016-04-20,2016-03-10,39302,27,65,415308,22,63,184770,23,68,41865,30,74,282731,24,76,362212,21,74,237606,21,74,41540,33,74,212645,24,78,282723,24,73,30284,36,75,180.11,22,20,57.21,50.7,68.21,14.2,553849,21,70,97789,29,72,279820,23,71,453324,21,72,184520,27,70,251384,24,73,41329,29,72,206695,23,72,168727,25,74,111794,28,73,24549,31,74,184.5,21,20,57.08,47.94,67.83,15.24,48.33,62,53.33,Organised,Cover,Organised,41.33,49.33,52.67,Organised,Cover,Organised,8534
2060560,10257,10233,8636,2016-04-20,2015-11-06,162885,26,71,39284,31,74,164029,25,72,41655,29,76,30940,30,72,46297,29,79,202341,24,70,429988,23,73,280276,22,75,231176,27,73,42651,31,73,181.96,22,22,57.29,51.27,67.3,15.65,42422,31,84,130155,27,74,19327,31,85,301456,23,79,428672,23,77,49970,28,81,33888,32,79,30991,34,80,206508,23,78,163670,27,81,282770,23,80,181.49,21,22,63.62,54.58,73.9,17.27,61.33,44.67,42.33,Organised,Cover,Organised,60.33,56.33,53,Organised,Cover,Organised,10233
2060561,10257,9885,8543,2016-04-20,2016-04-07,30717,38,84,30902,34,85,24235,28,83,358155,21,78,30474,32,82,42346,29,81,21446,30,80,248453,23,86,157865,25,82,75447,29,82,325916,22,81,186.34,21,24,65.09,56.67,73.13,13.31,39599,33,79,358149,23,68,465628,22,75,18945,31,77,66890,30,77,73999,31,80,38393,30,81,317717,23,75,230190,23,79,106292,28,76,488958,21,77,181.73,21,20,61.21,56.39,71.46,16.36,35,65,45,Organised,Cover,Organised,62.67,73.33,63.33,Organised,Cover,Free Form,9885
2060562,10257,7943,9882,2016-04-20,2016-03-10,39170,29,80,178120,24,77,32769,34,75,73024,27,79,41497,32,73,39222,33,70,74034,31,76,540307,19,62,364520,21,81,265924,24,73,195199,24,77,183.34,22,22,57.78,53.39,66.56,15.89,41671,30,79,39422,32,73,25526,28,77,39331,29,75,25587,27,76,30920,31,76,177874,24,73,181995,25,76,319631,21,71,175646,24,77,196484,25,75,185.65,21,20,60.18,52.48,68.12,17.15,60.67,56.33,46,Organised,Cover,Organised,43.33,43.33,51.33,Organised,Cover,Organised,0
1983553,13274,8611,10218,2016-04-20,2016-04-07,209785,25,67,574234,18,66,503659,19,67,228982,24,70,243493,25,68,186847,25,73,410653,21,65,37789,30,68,613255,19,65,560109,20,59,211020,25,68,183.57,20,20,52.03,47,61.86,15.91,149260,31,64,110113,27,65,113270,27,70,279104,23,66,278284,26,66,37173,29,69,467466,25,62,178767,26,69,278848,23,65,352358,23,68,45816,29,66,182.42,19,22,52.94,49.52,63.28,15.84,43.67,46.67,46.67,Organised,Cover,Organised,54.33,45.33,35.33,Organised,Cover,Organised,8611
1983555,13274,6413,8464,2016-04-20,2016-03-31,26586,33,67,37215,30,71,41165,28,72,278838,22,69,46056,29,70,553477,21,66,467485,22,63,243425,22,70,562849,20,68,243937,24,72,495222,21,71,182.19,22,20,53.81,47.36,64.05,16,35442,34,70,410015,22,69,238529,24,68,133201,24,63,466832,21,66,561849,20,68,230133,24,69,240790,24,66,200743,28,65,288349,28,71,215419,21,70,181.96,22,21,52.57,43.3,65.92,16.25,45.33,55,60.33,Organised,Cover,Organised,50,52,47,Organised,Cover,Organised,6413
1983556,13274,10228,8593,2016-04-20,2016-04-14,112107,27,74,243465,25,68,363369,23,69,466854,21,71,215369,23,67,439148,19,67,110214,30,72,505059,20,67,520659,21,69,243430,24,69,318809,23,74,185.19,22,22,54.69,44.76,66.32,15.93,212512,26,81,304455,24,78,264860,23,73,164246,26,72,352366,23,74,209225,26,74,298448,23,79,178753,24,77,39213,29,75,277460,22,77,309505,22,75,181.26,21,21,60.2,52.12,68.36,17.45,50,50.67,46,Organised,Cover,Organised,39,47.67,58.67,Organised,Cover,Free Form,8593
1983559,13274,9791,10235,2016-04-20,2015-11-12,26589,33,69,147601,26,70,213167,23,72,31296,33,70,26455,33,67,243439,24,70,248151,22,68,213682,23,72,422128,24,66,351999,23,68,518346,21,66,182.42,22,20,55.88,48.24,63.76,16.93,26002,30,78,560852,21,73,424879,21,75,299572,22,75,185554,25,69,188557,27,73,150119,26,75,304000,21,74,503629,21,72,110161,27,73,26675,29,75,182.42,20,20,59.66,55.09,70.74,17.22,49,55,56.33,Organised,Cover,Organised,43.67,48.67,43,Organised,Cover,Organised,0
2030488,21518,8633,10205,2016-04-20,2016-01-28,51949,29,82,208077,24,80,230982,22,82,30962,30,87,28467,27,83,95078,26,87,208494,24,77,31097,30,87,359193,24,77,26166,28,86,30893,31,93,182.19,25,18,66.25,66.88,74.18,16.35,96623,26,80,183185,25,79,574200,22,79,34952,34,75,79737,32,76,189101,26,79,268282,24,79,42479,31,81,282281,22,79,45744,28,75,201939,25,79,181.26,20,20,62.07,57.03,70.58,16.04,51,55,58.33,Free Form,Cover,Free Form,42,47.67,46.33,Free Form,Cover,Free Form,8633
2030490,21518,10267,8372,2016-04-20,2016-01-28,96613,30,82,361757,21,75,184999,24,82,192770,26,81,40139,29,78,75307,27,82,74747,32,80,361770,22,80,193869,25,78,241825,22,80,428947,20,75,182.65,23,22,63.11,60.76,72.01,16.67,33958,32,71,449492,23,73,33959,33,74,33856,31,74,246218,22,70,433311,25,74,434404,23,73,156097,24,73,40501,27,73,97762,27,74,200917,23,74,181.26,20,20,56.77,53.33,65.43,15.93,38.67,48.67,49,Organised,Cover,Organised,55,55.33,47.33,Organised,Cover,Organised,10267
2030491,21518,9783,8634,2016-04-20,2016-04-14,96651,29,68,111190,31,74,121872,26,77,33848,33,75,103905,27,74,151079,30,74,40668,27,78,51953,27,77,37480,34,74,37653,29,72,194660,27,79,179.42,26,19,60.84,55.52,68.59,15.96,37421,33,83,33988,32,84,195305,25,80,38818,31,83,150739,27,84,25773,28,85,154257,27,86,30955,31,88,30981,28,94,40636,29,90,19533,24,90,177.57,25,19,67.67,66.82,73.76,18.47,51.67,48.33,51.33,Organised,Offside Trap,Organised,40.67,47,63.67,Free Form,Cover,Free Form,8634
2030492,21518,9869,8302,2016-04-20,2015-09-21,33630,31,76,150480,29,76,384374,26,74,580589,19,72,239965,26,73,541557,24,77,202639,24,75,242477,28,73,395154,19,77,17299,28,72,474448,20,75,178.72,25,20,59.5,56.3,69.75,16.98,300532,22,77,151063,28,80,77741,30,79,40940,27,80,209950,26,73,122047,29,77,154232,26,82,306407,22,72,103450,26,82,111237,28,81,33030,31,80,183.34,21,21,62.31,55,69.65,15.87,51,53,46.67,Organised,Cover,Organised,53,55,49.67,Organised,Cover,Organised,9869
2030496,21518,8315,9906,2016-04-20,2016-03-10,33764,35,79,181297,27,80,170341,27,76,159881,28,77,154938,28,79,182224,26,80,45749,29,80,96619,28,78,33871,29,81,179772,23,80,102623,29,71,180.8,24,20,62.35,56.58,69.75,16.44,177126,23,82,38424,31,81,56678,30,86,178955,25,81,41167,30,82,434325,22,72,72623,30,79,184533,24,83,309334,21,76,184138,25,84,30853,32,79,181.96,23,23,62.43,55.7,71.38,17.24,43.67,48.67,52,Organised,Cover,Free Form,52.33,57.33,47.67,Organised,Cover,Organised,9906
